"M","ExpectedLength","Method","N","m"
139,61.9928214030144,"MST",200,20
140,61.9704365742091,"MST",200,20
141,61.9374479113325,"MST",200,20
142,61.8937598524784,"MST",200,20
143,61.8392791915853,"MST",200,20
144,61.7739151091393,"MST",200,20
145,61.6975790646367,"MST",200,20
146,61.6101845383181,"MST",200,20
147,61.5116466094172,"MST",200,20
148,61.4018813580348,"MST",200,20
149,61.2808050781094,"MST",200,20
150,61.1483332898211,"MST",200,20
151,61.0043795412297,"MST",200,20
152,60.8488539910929,"MST",200,20
153,60.6816617677924,"MST",200,20
154,60.5027011029173,"MST",200,20
155,60.3118612425046,"MST",200,20
156,60.109020144009,"MST",200,20
157,59.8940419727129,"MST",200,20
158,59.6667744173347,"MST",200,20
159,59.4270458508553,"MST",200,20
160,59.1746623689035,"MST",200,20
161,58.9094047440945,"MST",200,20
162,58.6310253403622,"MST",200,20
163,58.3392450362398,"MST",200,20
164,58.0337502101058,"MST",200,20
165,57.7141898432591,"MST",200,20
166,57.3801727983805,"MST",200,20
167,57.0312653311233,"MST",200,20
168,56.666988891466,"MST",200,20
169,56.2868182688304,"MST",200,20
170,55.8901801311761,"MST",200,20
171,55.4764520032758,"MST",200,20
172,55.0449617236695,"MST",200,20
173,54.5949874135383,"MST",200,20
174,54.1257579844332,"MST",200,20
175,53.6364542059068,"MST",200,20
176,53.1262103490308,"MST",200,20
177,52.5941164180449,"MST",200,20
178,52.0392209803534,"MST",200,20
179,51.4605346050757,"MST",200,20
180,50.8570339225438,"MST",200,20
181,50.2276663214924,"MST",200,20
182,49.57135530697,"MST",200,20
183,48.8870065496761,"MST",200,20
184,48.1735146656609,"MST",200,20
185,47.4297707729202,"MST",200,20
186,46.6546708768378,"MST",200,20
187,45.8471251377313,"MST",200,20
188,45.006068068677,"MST",200,20
189,44.1304696976694,"MST",200,20
190,43.2193477020693,"MST",200,20
191,42.2717804819438,"MST",200,20
192,41.2869210788056,"MST",200,20
193,40.2640117636456,"MST",200,20
194,39.2023990090465,"MST",200,20
195,38.1015484203017,"MST",200,20
196,36.961059025322,"MST",200,20
197,35.7806761078118,"MST",200,20
198,34.5603015075377,"MST",200,20
199,33.3,"MST",200,20
200,32,"MST",200,20
20,3.32791758607157,"CG",200,20
21,5.00726040608536,"CG",200,20
22,6.36264061461762,"CG",200,20
23,7.53003334744399,"CG",200,20
24,8.58747449436254,"CG",200,20
25,9.58988034918301,"CG",200,20
26,10.5620076392373,"CG",200,20
27,11.5109117353504,"CG",200,20
28,12.4373660839821,"CG",200,20
29,13.3413745407108,"CG",200,20
30,14.2239510074167,"CG",200,20
31,15.0872233582303,"CG",200,20
32,15.933922730916,"CG",200,20
33,16.7668008877149,"CG",200,20
34,17.5882373834368,"CG",200,20
35,18.4000930514809,"CG",200,20
36,19.2037417970816,"CG",200,20
37,20.0001782035246,"CG",200,20
38,20.7901234173887,"CG",200,20
39,21.5740945224588,"CG",200,20
40,22.3524362106119,"CG",200,20
41,23.1253298331076,"CG",200,20
42,23.8927970784498,"CG",200,20
43,24.6547102423417,"CG",200,20
44,25.4108139518637,"CG",200,20
45,26.1607574795051,"CG",200,20
46,26.9041335211883,"CG",200,20
47,27.6405183198058,"CG",200,20
48,28.3695085618711,"CG",200,20
49,29.0907517802805,"CG",200,20
50,29.8039684655904,"CG",200,20
51,30.5089653696496,"CG",200,20
52,31.2056404348976,"CG",200,20
53,31.8939803934744,"CG",200,20
54,32.5740524133093,"CG",200,20
55,33.2459913014509,"CG",200,20
56,33.9099837746714,"CG",200,20
57,34.5662512203501,"CG",200,20
58,35.2150322254152,"CG",200,20
59,35.8565659652914,"CG",200,20
60,36.4910773314251,"CG",200,20
61,37.1187644478745,"CG",200,20
62,37.7397889978787,"CG",200,20
63,38.3542695635759,"CG",200,20
64,38.9622779875668,"CG",200,20
65,39.5638386021716,"CG",200,20
66,40.158930045368,"CG",200,20
67,40.7474892921157,"CG",200,20
68,41.3294174737469,"CG",200,20
69,41.9045870316885,"CG",200,20
70,42.4728497498504,"CG",200,20
71,43.0340452271224,"CG",200,20
72,43.5880093828424,"CG",200,20
73,44.1345826300167,"CG",200,20
74,44.6736174003624,"CG",200,20
75,45.2049847597405,"CG",200,20
76,45.7285799101188,"CG",200,20
77,46.2443264334951,"CG",200,20
78,46.7521791923112,"CG",200,20
79,47.2521258582414,"CG",200,20
80,47.7441870951985,"CG",200,20
81,48.2284154711097,"CG",200,20
82,48.7048932150544,"CG",200,20
83,49.1737289704469,"CG",200,20
84,49.6350537201296,"CG",200,20
85,50.089016075177,"CG",200,20
86,50.5357771259171,"CG",200,20
87,50.9755050516536,"CG",200,20
88,51.408369675895,"CG",200,20
89,51.8345371377218,"CG",200,20
90,52.2541648288232,"CG",200,20
91,52.6673967212579,"CG",200,20
92,53.0743591848238,"CG",200,20
93,53.4751573663789,"CG",200,20
94,53.8698721778526,"CG",200,20
95,54.2585579163063,"CG",200,20
96,54.6412405185203,"CG",200,20
97,55.0179164351673,"CG",200,20
98,55.3885520957029,"CG",200,20
99,55.7530839244969,"CG",200,20
100,56.1114188616801,"CG",200,20
101,56.463435337879,"CG",200,20
102,56.8089846502728,"CG",200,20
103,57.1478926878568,"CG",200,20
104,57.4799619554319,"CG",200,20
105,57.8049738488445,"CG",200,20
106,58.1226911373352,"CG",200,20
107,58.4328606124026,"CG",200,20
108,58.7352158661404,"CG",200,20
109,59.0294801649725,"CG",200,20
110,59.3153693872746,"CG",200,20
111,59.5925949953704,"CG",200,20
112,59.8608670135159,"CG",200,20
113,60.119896984343,"CG",200,20
114,60.3694008763522,"CG",200,20
115,60.6091019148381,"CG",200,20
116,60.8387333082622,"CG",200,20
117,61.0580408415857,"CG",200,20
118,61.2667853076813,"CG",200,20
119,61.4647447477807,"CG",200,20
120,61.6517164722334,"CG",200,20
121,61.8275188335606,"CG",200,20
122,61.991992725224,"CG",200,20
123,62.1450027815983,"CG",200,20
124,62.2864382574277,"CG",200,20
125,62.4162135685915,"CG",200,20
126,62.534268480199,"CG",200,20
127,62.6405679328493,"CG",200,20
128,62.7351015033032,"CG",200,20
129,62.8178825015624,"CG",200,20
130,62.8889467123269,"CG",200,20
131,62.9483507950556,"CG",200,20
132,62.9961703627684,"CG",200,20
133,63.0324977656449,"CG",200,20
134,63.0574396107702,"CG",200,20
135,63.0711140542241,"CG",200,20
136,63.0736479056746,"CG",200,20
137,63.0651735888151,"CG",200,20
138,63.0458260031656,"CG",200,20
139,63.0157393337634,"CG",200,20
140,62.9750438553268,"CG",200,20
141,62.9238627762767,"CG",200,20
142,62.8623091657456,"CG",200,20
143,62.7904830034495,"CG",200,20
144,62.7084683880544,"CG",200,20
145,62.6163309346291,"CG",200,20
146,62.5141153860614,"CG",200,20
147,62.4018434572043,"CG",200,20
148,62.2795119239879,"CG",200,20
149,62.1470909632341,"CG",200,20
150,62.0045227425403,"CG",200,20
151,61.8517202535636,"CG",200,20
152,61.6885663765559,"CG",200,20
153,61.5149131593741,"CG",200,20
154,61.330581290384,"CG",200,20
155,61.1353597420685,"CG",200,20
156,60.9290055607101,"CG",200,20
157,60.7112437773955,"CG",200,20
158,60.4817674168035,"CG",200,20
159,60.2402375827908,"CG",200,20
160,59.9862836036817,"CG",200,20
161,59.7195032252097,"CG",200,20
162,59.4394628452111,"CG",200,20
163,59.1456977911766,"CG",200,20
164,58.8377126494957,"CG",200,20
165,58.5149816632804,"CG",200,20
166,58.1769492239754,"CG",200,20
167,57.8230304900176,"CG",200,20
168,57.4526121735809,"CG",200,20
169,57.0650535434096,"CG",200,20
170,56.6596876979152,"CG",200,20
171,56.2358231676343,"CG",200,20
172,55.7927459099058,"CG",200,20
173,55.3297217608994,"CG",200,20
174,54.8459994109155,"CG",200,20
175,54.3408139681139,"CG",200,20
176,53.8133911733541,"CG",200,20
177,53.2629523244944,"CG",200,20
178,52.6887199619782,"CG",200,20
179,52.0899243582545,"CG",200,20
180,51.4658108406359,"CG",200,20
181,50.8156479591891,"CG",200,20
182,50.1387364861268,"CG",200,20
183,49.4344191980379,"CG",200,20
184,48.7020913432149,"CG",200,20
185,47.9412116280827,"CG",200,20
186,47.1513134625155,"CG",200,20
187,46.3320160750134,"CG",200,20
188,45.4830349344818,"CG",200,20
189,44.6041906823583,"CG",200,20
190,43.6954154706976,"CG",200,20
191,42.756755198719,"CG",200,20
192,41.7883656182575,"CG",200,20
193,40.7904996086331,"CG",200,20
194,39.7634820688669,"CG",200,20
195,38.7076677978796,"CG",200,20
196,37.6233763804409,"CG",200,20
197,36.5107964062738,"CG",200,20
198,35.3698492462312,"CG",200,20
199,34.2,"CG",200,20
200,33,"CG",200,20
20,3.61615759714831,"BK",200,20
21,5.49378861811897,"BK",200,20
22,6.9188368961067,"BK",200,20
23,8.10859103440405,"BK",200,20
24,9.1722973021554,"BK",200,20
25,10.1723087392584,"BK",200,20
26,11.136840644534,"BK",200,20
27,12.0755261710127,"BK",200,20
28,12.9919414759721,"BK",200,20
29,13.8889614059369,"BK",200,20
30,14.7694935808776,"BK",200,20
31,15.6359394351749,"BK",200,20
32,16.4898569273098,"BK",200,20
33,17.3320001353683,"BK",200,20
34,18.1625451879032,"BK",200,20
35,18.9813482993878,"BK",200,20
36,19.7881695167281,"BK",200,20
37,20.5828421919497,"BK",200,20
38,21.3653832675972,"BK",200,20
39,22.1360445872844,"BK",200,20
40,22.8953103757236,"BK",200,20
41,23.6438517151877,"BK",200,20
42,24.3824533261119,"BK",200,20
43,25.1119296476337,"BK",200,20
44,25.8330457817737,"BK",200,20
45,26.5464550143896,"BK",200,20
46,27.2526595483391,"BK",200,20
47,27.9519959868413,"BK",200,20
48,28.6446429124105,"BK",200,20
49,29.3306451340193,"BK",200,20
50,30.0099479353725,"BK",200,20
51,30.6824347542192,"BK",200,20
52,31.3479627808219,"BK",200,20
53,32.0063925534468,"BK",200,20
54,32.6576093614288,"BK",200,20
55,33.3015358492586,"BK",200,20
56,33.9381364682617,"BK",200,20
57,34.567415269432,"BK",200,20
58,35.1894089751673,"BK",200,20
59,35.804177364287,"BK",200,20
60,36.4117928357757,"BK",200,20
61,37.0123306718868,"BK",200,20
62,37.6058610844157,"BK",200,20
63,38.1924436701392,"BK",200,20
64,38.7721244769725,"BK",200,20
65,39.3449355285976,"BK",200,20
66,39.9108963932616,"BK",200,20
67,40.4700172192746,"BK",200,20
68,41.0223025915085,"BK",200,20
69,41.5677555772763,"BK",200,20
70,42.1063814087928,"BK",200,20
71,42.6381903724611,"BK",200,20
72,43.1631996219133,"BK",200,20
73,43.6814337832892,"BK",200,20
74,44.1929243618805,"BK",200,20
75,44.6977080775073,"BK",200,20
76,45.1958243442292,"BK",200,20
77,45.6873121653868,"BK",200,20
78,46.172206737722,"BK",200,20
79,46.650536051981,"BK",200,20
80,47.1223177474454,"BK",200,20
81,47.5875564306976,"BK",200,20
82,48.0462416116116,"BK",200,20
83,48.4983463486044,"BK",200,20
84,48.943826636171,"BK",200,20
85,49.3826215151998,"BK",200,20
86,49.8146538435628,"BK",200,20
87,50.2398316326923,"BK",200,20
88,50.6580498358628,"BK",200,20
89,51.0691924650146,"BK",200,20
90,51.473134913874,"BK",200,20
91,51.8697463738924,"BK",200,20
92,52.2588922440814,"BK",200,20
93,52.6404364537825,"BK",200,20
94,53.0142436367512,"BK",200,20
95,53.380181114091,"BK",200,20
96,53.7381206606518,"BK",200,20
97,54.0879400439508,"BK",200,20
98,54.4295243357095,"BK",200,20
99,54.7627670033448,"BK",200,20
100,55.0875707927794,"BK",200,20
101,55.4038484146832,"BK",200,20
102,55.7115230445796,"BK",200,20
103,56.0105286439966,"BK",200,20
104,56.3008101052917,"BK",200,20
105,56.5823232183676,"BK",200,20
106,56.8550344533234,"BK",200,20
107,57.1189205500099,"BK",200,20
108,57.3739679040124,"BK",200,20
109,57.6201717387224,"BK",200,20
110,57.8575350553288,"BK",200,20
111,58.0860673566644,"BK",200,20
112,58.3057831464138,"BK",200,20
113,58.5167002125045,"BK",200,20
114,58.7188377116102,"BK",200,20
115,58.9122140804399,"BK",200,20
116,59.0968448083889,"BK",200,20
117,59.2727401145598,"BK",200,20
118,59.4399025797281,"BK",200,20
119,59.5983247900638,"BK",200,20
120,59.7479870540656,"BK",200,20
121,59.8888552567229,"BK",200,20
122,60.0208789154541,"BK",200,20
123,60.143989500615,"BK",200,20
124,60.2580990793984,"BK",200,20
125,60.3630993358916,"BK",200,20
126,60.4588610120406,"BK",200,20
127,60.5452338045801,"BK",200,20
128,60.6220467420307,"BK",200,20
129,60.6891090538447,"BK",200,20
130,60.7462115311457,"BK",200,20
131,60.7931283658202,"BK",200,20
132,60.8296194419531,"BK",200,20
133,60.8554330416005,"BK",200,20
134,60.8703089155487,"BK",200,20
135,60.8739816596215,"BK",200,20
136,60.8661843282219,"BK",200,20
137,60.8466522095189,"BK",200,20
138,60.8151266810249,"BK",200,20
139,60.7713590602442,"BK",200,20
140,60.7151143628635,"BK",200,20
141,60.6461748803278,"BK",200,20
142,60.5643434897031,"BK",200,20
143,60.4694466114049,"BK",200,20
144,60.3613367345107,"BK",200,20
145,60.2398944349394,"BK",200,20
146,60.1050298186604,"BK",200,20
147,59.9566833302986,"BK",200,20
148,59.794825876724,"BK",200,20
149,59.619458225631,"BK",200,20
150,59.4306096505244,"BK",200,20
151,59.2283358058573,"BK",200,20
152,59.0127158292573,"BK",200,20
153,58.7838486818243,"BK",200,20
154,58.5418487521137,"BK",200,20
155,58.2868407646845,"BK",200,20
156,58.0189540497412,"BK",200,20
157,57.7383162462591,"BK",200,20
158,57.4450465268363,"BK",200,20
159,57.1392484480752,"BK",200,20
160,56.8210025452863,"BK",200,20
161,56.4903588042874,"BK",200,20
162,56.1473291557358,"BK",200,20
163,55.7918801482615,"BK",200,20
164,55.4239259653365,"BK",200,20
165,55.0433219566795,"BK",200,20
166,54.6498588578495,"BK",200,20
167,54.2432578708484,"BK",200,20
168,53.8231667739326,"BK",200,20
169,53.3891572198795,"BK",200,20
170,52.9407233687294,"BK",200,20
171,52.4772819832183,"BK",200,20
172,51.9981740930532,"BK",200,20
173,51.5026683079091,"BK",200,20
174,50.989965829039,"BK",200,20
175,50.4592071762773,"BK",200,20
176,49.9094806116112,"BK",200,20
177,49.3398322032627,"BK",200,20
178,48.7492774361358,"BK",200,20
179,48.1368142363026,"BK",200,20
180,47.5014372394103,"BK",200,20
181,46.842153095596,"BK",200,20
182,46.157996566123,"BK",200,20
183,45.4480471280149,"BK",200,20
184,44.7114457596931,"BK",200,20
185,43.9474115286091,"BK",200,20
186,43.1552575345989,"BK",200,20
187,42.3344056711648,"BK",200,20
188,41.4843995390707,"BK",200,20
189,40.6049146670506,"BK",200,20
190,39.6957649437128,"BK",200,20
191,38.7569038193045,"BK",200,20
192,37.7884183678818,"BK",200,20
193,36.7905136771358,"BK",200,20
194,35.7634842179137,"BK",200,20
195,34.7076677978796,"BK",200,20
196,33.6233763804409,"BK",200,20
197,32.5107964062738,"BK",200,20
198,31.3698492462312,"BK",200,20
199,30.2,"BK",200,20
200,29,"BK",200,20
20,3.08010973620273,"Blaker",200,20
21,4.89637547639111,"Blaker",200,20
22,6.37956831425227,"Blaker",200,20
23,7.67562544262504,"Blaker",200,20
24,8.8639207148991,"Blaker",200,20
25,9.98410165455467,"Blaker",200,20
26,11.0526075822362,"Blaker",200,20
27,12.0769121007477,"Blaker",200,20
28,13.062539001192,"Blaker",200,20
29,14.0147055160399,"Blaker",200,20
30,14.9381381126582,"Blaker",200,20
31,15.8368753083503,"Blaker",200,20
32,16.7143023123496,"Blaker",200,20
33,17.5732171985993,"Blaker",200,20
34,18.4158434080047,"Blaker",200,20
35,19.2438324767821,"Blaker",200,20
36,20.0583127054602,"Blaker",200,20
37,20.8599964741457,"Blaker",200,20
38,21.6493234991037,"Blaker",200,20
39,22.4266067320624,"Blaker",200,20
40,23.1921539918826,"Blaker",200,20
41,23.94635051646,"Blaker",200,20
42,24.6896987799715,"Blaker",200,20
43,25.4228198834262,"Blaker",200,20
44,26.1464255214921,"Blaker",200,20
45,26.8612715243839,"Blaker",200,20
46,27.5681038981039,"Blaker",200,20
47,28.2676067381629,"Blaker",200,20
48,28.9603589614625,"Blaker",200,20
49,29.6468040498503,"Blaker",200,20
50,30.3272343988308,"Blaker",200,20
51,31.0017897419107,"Blaker",200,20
52,31.6704676346002,"Blaker",200,20
53,32.3331431444707,"Blaker",200,20
54,32.9895946141377,"Blaker",200,20
55,33.6395324997557,"Blaker",200,20
56,34.2826286862728,"Blaker",200,20
57,34.9185442092623,"Blaker",200,20
58,35.5469538713445,"Blaker",200,20
59,36.1675667636878,"Blaker",200,20
60,36.7801421545176,"Blaker",200,20
61,37.3845005741506,"Blaker",200,20
62,37.9805302110156,"Blaker",200,20
63,38.5681889444258,"Blaker",200,20
64,39.147502489267,"Blaker",200,20
65,39.7185592269541,"Blaker",200,20
66,40.2815023559326,"Blaker",200,20
67,40.8365200215214,"Blaker",200,20
68,41.3838340850181,"Blaker",200,20
69,41.9236881698079,"Blaker",200,20
70,42.4563355812225,"Blaker",200,20
71,42.9820276397173,"Blaker",200,20
72,43.5010028962167,"Blaker",200,20
73,44.013477617069,"Blaker",200,20
74,44.5196378369358,"Blaker",200,20
75,45.0196331846735,"Blaker",200,20
76,45.513572593248,"Blaker",200,20
77,46.0015219139444,"Blaker",200,20
78,46.4835033709318,"Blaker",200,20
79,46.9594967179235,"Blaker",200,20
80,47.4294418970224,"Blaker",200,20
81,47.8932429526277,"Blaker",200,20
82,48.3507729217815,"Blaker",200,20
83,48.8018794067976,"Blaker",200,20
84,49.2463905357916,"Blaker",200,20
85,49.6841210305282,"Blaker",200,20
86,50.1148781267753,"Blaker",200,20
87,50.5384671275713,"Blaker",200,20
88,50.9546964117955,"Blaker",200,20
89,51.3633817661663,"Blaker",200,20
90,51.7643499555502,"Blaker",200,20
91,52.1574414916056,"Blaker",200,20
92,52.542512601217,"Blaker",200,20
93,52.9194364319931,"Blaker",200,20
94,53.2881035611054,"Blaker",200,20
95,53.6484218954689,"Blaker",200,20
96,54.0003160650269,"Blaker",200,20
97,54.3437264174322,"Blaker",200,20
98,54.6786077221615,"Blaker",200,20
99,55.0049276858572,"Blaker",200,20
100,55.3226653700519,"Blaker",200,20
101,55.6318095882167,"Blaker",200,20
102,55.9323573428493,"Blaker",200,20
103,56.2243123464681,"Blaker",200,20
104,56.5076836535591,"Blaker",200,20
105,56.7824844153817,"Blaker",200,20
106,57.0487307562637,"Blaker",200,20
107,57.3064407594347,"Blaker",200,20
108,57.5556335429754,"Blaker",200,20
109,57.7963284018728,"Blaker",200,20
110,58.0285439907036,"Blaker",200,20
111,58.2522975227951,"Blaker",200,20
112,58.4676039651487,"Blaker",200,20
113,58.6744752140336,"Blaker",200,20
114,58.8729192428593,"Blaker",200,20
115,59.0629392214469,"Blaker",200,20
116,59.2445326135765,"Blaker",200,20
117,59.4176902670586,"Blaker",200,20
118,59.5823955171647,"Blaker",200,20
119,59.7386233296422,"Blaker",200,20
120,59.8863395135405,"Blaker",200,20
121,60.0255000362848,"Blaker",200,20
122,60.1560504739701,"Blaker",200,20
123,60.2779256285682,"Blaker",200,20
124,60.3910493407302,"Blaker",200,20
125,60.4953345223499,"Blaker",200,20
126,60.5906834271317,"Blaker",200,20
127,60.6769881703837,"Blaker",200,20
128,60.7541315015041,"Blaker",200,20
129,60.8219878242951,"Blaker",200,20
130,60.8804244516953,"Blaker",200,20
131,60.9293030732734,"Blaker",200,20
132,60.9684814057298,"Blaker",200,20
133,60.9978149894835,"Blaker",200,20
134,61.0171590879784,"Blaker",200,20
135,61.0263706411431,"Blaker",200,20
136,61.025310220375,"Blaker",200,20
137,61.0138439298137,"Blaker",200,20
138,60.9918451974973,"Blaker",200,20
139,60.9591964001827,"Blaker",200,20
140,60.9157902674049,"Blaker",200,20
141,60.8615310134162,"Blaker",200,20
142,60.7963351500749,"Blaker",200,20
143,60.7201319394104,"Blaker",200,20
144,60.6328634512928,"Blaker",200,20
145,60.534484199256,"Blaker",200,20
146,60.4249603358947,"Blaker",200,20
147,60.304268398283,"Blaker",200,20
148,60.1723936031446,"Blaker",200,20
149,60.0293277011118,"Blaker",200,20
150,59.8750664090168,"Blaker",200,20
151,59.7096064485984,"Blaker",200,20
152,59.5329422290999,"Blaker",200,20
153,59.3450622199086,"Blaker",200,20
154,59.1459450673071,"Blaker",200,20
155,58.935555516593,"Blaker",200,20
156,58.7138402070413,"Blaker",200,20
157,58.4807234123303,"Blaker",200,20
158,58.2361028030063,"Blaker",200,20
159,57.9798453102166,"Blaker",200,20
160,57.7117831712526,"Blaker",200,20
161,57.4317102372504,"Blaker",200,20
162,57.1393786217472,"Blaker",200,20
163,56.834495765572,"Blaker",200,20
164,56.5167219888716,"Blaker",200,20
165,56.18566859481,"Blaker",200,20
166,55.8408965819287,"Blaker",200,20
167,55.4819160131946,"Blaker",200,20
168,55.1081860798337,"Blaker",200,20
169,54.719115887125,"Blaker",200,20
170,54.3140659779639,"Blaker",200,20
171,53.892350598319,"Blaker",200,20
172,53.4532406973543,"Blaker",200,20
173,52.9959676442577,"Blaker",200,20
174,52.5197276342921,"Blaker",200,20
175,52.0236867488056,"Blaker",200,20
176,51.5069866283097,"Blaker",200,20
177,50.9687507147191,"Blaker",200,20
178,50.4080910186651,"Blaker",200,20
179,49.824115370482,"Blaker",200,20
180,49.2159351187062,"Blaker",200,20
181,48.5826732469697,"Blaker",200,20
182,47.9234728876581,"Blaker",200,20
183,47.2375062165614,"Blaker",200,20
184,46.5239837139677,"Blaker",200,20
185,45.782163770152,"Blaker",200,20
186,45.0113625916459,"Blaker",200,20
187,44.2109643222309,"Blaker",200,20
188,43.3804312208766,"Blaker",200,20
189,42.5193136277032,"Blaker",200,20
190,41.6272592865114,"Blaker",200,20
191,40.7040213646713,"Blaker",200,20
192,39.7494642025918,"Blaker",200,20
193,38.7635654183636,"Blaker",200,20
194,37.7464124699285,"Blaker",200,20
195,36.6981911178879,"Blaker",200,20
196,35.6191624172238,"Blaker",200,20
197,34.5096238769606,"Blaker",200,20
198,33.3698492462312,"Blaker",200,20
199,32.2,"Blaker",200,20
200,31,"Blaker",200,20
20,4.15573324186016,"CMC",200,20
21,6.55694895160851,"CMC",200,20
22,8.43916876944417,"CMC",200,20
23,10.1171159413938,"CMC",200,20
24,11.7001711089709,"CMC",200,20
25,13.1909456923015,"CMC",200,20
26,14.5755268349886,"CMC",200,20
27,15.8647895561077,"CMC",200,20
28,17.0907169180552,"CMC",200,20
29,18.2872588746748,"CMC",200,20
30,19.4756365638793,"CMC",200,20
31,20.6597010718744,"CMC",200,20
32,21.8293002991452,"CMC",200,20
33,22.9674376988475,"CMC",200,20
34,24.0575526827342,"CMC",200,20
35,25.08872710099,"CMC",200,20
36,26.0580700270062,"CMC",200,20
37,26.970550100767,"CMC",200,20
38,27.8370666002004,"CMC",200,20
39,28.6716777074332,"CMC",200,20
40,29.4887824938546,"CMC",200,20
41,30.300811740438,"CMC",200,20
42,31.116716626744,"CMC",200,20
43,31.9413131998238,"CMC",200,20
44,32.7753745251776,"CMC",200,20
45,33.6162689426363,"CMC",200,20
46,34.4589136366512,"CMC",200,20
47,35.2968308789529,"CMC",200,20
48,36.1231404726125,"CMC",200,20
49,36.9313788457302,"CMC",200,20
50,37.7160901263493,"CMC",200,20
51,38.4731796715532,"CMC",200,20
52,39.2000526494458,"CMC",200,20
53,39.8955793247521,"CMC",200,20
54,40.559936552416,"CMC",200,20
55,41.1943743869712,"CMC",200,20
56,41.8009505475889,"CMC",200,20
57,42.3822663085034,"CMC",200,20
58,42.9412272601737,"CMC",200,20
59,43.4808427790537,"CMC",200,20
60,44.0040698816126,"CMC",200,20
61,44.5137008891217,"CMC",200,20
62,45.0122901011789,"CMC",200,20
63,45.5021123187012,"CMC",200,20
64,45.9851452601558,"CMC",200,20
65,46.4630682876389,"CMC",200,20
66,46.937270997391,"CMC",200,20
67,47.408866761646,"CMC",200,20
68,47.878707929249,"CMC",200,20
69,48.3474008744232,"CMC",200,20
70,48.8153202823299,"CMC",200,20
71,49.2826229073094,"CMC",200,20
72,49.7492615275741,"CMC",200,20
73,50.2149999869132,"CMC",200,20
74,50.6794301263678,"CMC",200,20
75,51.1419911470865,"CMC",200,20
76,51.601991590052,"CMC",200,20
77,52.0586337413034,"CMC",200,20
78,52.5110399296465,"CMC",200,20
79,52.9582799177056,"CMC",200,20
80,53.399398419071,"CMC",200,20
81,53.8334417107887,"CMC",200,20
82,54.2594823456393,"CMC",200,20
83,54.6766410873116,"CMC",200,20
84,55.0841053727101,"CMC",200,20
85,55.4811438260772,"CMC",200,20
86,55.8671165863301,"CMC",200,20
87,56.2414814413688,"CMC",200,20
88,56.6037959742565,"CMC",200,20
89,56.9537161034264,"CMC",200,20
90,57.2909915344603,"CMC",200,20
91,57.6154587307549,"CMC",200,20
92,57.9270320547059,"CMC",200,20
93,58.2256937328814,"CMC",200,20
94,58.5114832635371,"CMC",200,20
95,58.7844868200253,"CMC",200,20
96,59.0448271165107,"CMC",200,20
97,59.2926541015198,"CMC",200,20
98,59.5281367377795,"CMC",200,20
99,59.7514560204419,"CMC",200,20
100,59.9627992866889,"CMC",200,20
101,60.1623557822223,"CMC",200,20
102,60.3503133781336,"CMC",200,20
103,60.5268562775007,"CMC",200,20
104,60.6921635152129,"CMC",200,20
105,60.8464080375396,"CMC",200,20
106,60.9897561479467,"CMC",200,20
107,61.1223671208769,"CMC",200,20
108,61.2443928130087,"CMC",200,20
109,61.355977138383,"CMC",200,20
110,61.4572553167029,"CMC",200,20
111,61.5483528495982,"CMC",200,20
112,61.6293842241675,"CMC",200,20
113,61.7004513843767,"CMC",200,20
114,61.7616420458934,"CMC",200,20
115,61.813027957125,"CMC",200,20
116,61.8546632274,"CMC",200,20
117,61.8865828516444,"CMC",200,20
118,61.9088015597102,"CMC",200,20
119,61.9213131082681,"CMC",200,20
120,61.9240901151259,"CMC",200,20
121,61.9170845112571,"CMC",200,20
122,61.9002286567653,"CMC",200,20
123,61.8734371352543,"CMC",200,20
124,61.8366092086357,"CMC",200,20
125,61.7896318832364,"CMC",200,20
126,61.7323835097727,"CMC",200,20
127,61.6647378158101,"CMC",200,20
128,61.5865682508906,"CMC",200,20
129,61.4977525121391,"CMC",200,20
130,61.3981771122208,"CMC",200,20
131,61.2877418521365,"CMC",200,20
132,61.1663640676407,"CMC",200,20
133,61.0339825298287,"CMC",200,20
134,60.8905608962254,"CMC",200,20
135,60.736090627702,"CMC",200,20
136,60.5705933072196,"CMC",200,20
137,60.3941223177157,"CMC",200,20
138,60.2067638570955,"CMC",200,20
139,60.0086372871183,"CMC",200,20
140,59.7998948293449,"CMC",200,20
141,59.580720634316,"CMC",200,20
142,59.3513292595355,"CMC",200,20
143,59.1119635975299,"CMC",200,20
144,58.8628922973149,"CMC",200,20
145,58.6044067214915,"CMC",200,20
146,58.3368174775196,"CMC",200,20
147,58.0604505563408,"CMC",200,20
148,57.7756431051621,"CMC",200,20
149,57.4827388550439,"CMC",200,20
150,57.1820832187985,"CMC",200,20
151,56.8740180714602,"CMC",200,20
152,56.5588762249975,"CMC",200,20
153,56.2369756116257,"CMC",200,20
154,55.9086131962038,"CMC",200,20
155,55.5740586479921,"CMC",200,20
156,55.2335478151861,"CMC",200,20
157,54.8872760616423,"CMC",200,20
158,54.535391543307,"CMC",200,20
159,54.1779885210096,"CMC",200,20
160,53.8151008253121,"CMC",200,20
161,53.4466956065714,"CMC",200,20
162,53.0726675179199,"CMC",200,20
163,52.6928334889933,"CMC",200,20
164,52.3069282526879,"CMC",200,20
165,51.914600784706,"CMC",200,20
166,51.5154118054569,"CMC",200,20
167,51.1088324752633,"CMC",200,20
168,50.69424438691,"CMC",200,20
